DATE, BTC_HASH, BTC_ENTR, LTC_HASH, LTC_ENTR
12/07/2018,36615227595653000000,74.21789625683492,275808105367760,55.19947687389284
13/07/2018,38920566113873000000,74.30598518815458,267727921757050,55.15657962663052
14/07/2018,35149331745613000000,74.15894975458943,271682833687260,55.17773543049777
15/07/2018,35754295643030000000,74.18356907596286,278421663891440,55.21308349006525
16/07/2018,35291141879700000000,74.16475860404945,292772076629730,55.285589980912306
17/07/2018,35401150186547000000,74.16924872771688,303285771093360,55.336489833219375
18/07/2018,43052481872025000000,74.45154890127415,285191581104570,55.24774341276962
19/07/2018,44299340541795000000,74.49273771574411,283220122253080,55.23773578873052
20/07/2018,43447243218617000000,74.46471713251267,284723501097360,55.24537359706173
21/07/2018,39247434581667000000,74.31805084832139,264195594729430,55.13741842980728
22/07/2018,39107660269976000000,74.31290371856302,263182427594330,55.13187518402232
23/07/2018,45282282351322000000,74.52439916914815,281187165869720,55.2273427663925
24/07/2018,42809240111699000000,74.44337472046234,313267188545490,55.3832056893568
25/07/2018,42345384867102000000,74.4276572352352,278833117337190,55.215213940888134
26/07/2018,44638503508457000000,74.50374115544408,303023167393730,55.335240116928496
27/07/2018,40493021919151000000,74.3631258060439,304063449596140,55.34018442438476
28/07/2018,41205567253529000000,74.3882917653867,284188471819300,55.242660051379815
29/07/2018,47844445144079000000,74.60380392740265,306757299869500,55.35290969486978
30/07/2018,39892487238537000000,74.34156956952181,281253456608970,55.227682846100095
31/07/2018,43008253193756000000,74.45006602989565,245526943560040,55.03169337016992
01/08/2018,44728104161761000000,74.5066341031539,252499090812310,55.072090211999495
02/08/2018,45418960440521000000,74.52874717904679,269383881528310,55.16547554924828
03/08/2018,47287037975779000000,74.58689726865772,260110927712530,55.11493902960127
04/08/2018,50485251247244000000,74.681314474087,258860508983640,55.107986907528556
05/08/2018,49707405625344000000,74.65891330013407,264718575664080,55.14027145318621
06/08/2018,42990404083219000000,74.44946716418212,270157701900400,55.16961383112721
07/08/2018,40860070839900000000,74.37614419865754,287336080945570,55.25855118315346
08/08/2018,46448165830079000000,74.56107412117801,265025108862960,55.141941068089295
09/08/2018,45494651851202000000,74.53114945182654,285300704961480,55.248295330658685
10/08/2018,47816815931738000000,74.6029705591554,289354372049980,55.26864946184231
11/08/2018,55637794771159000000,74.82151773250692,252922221351820,55.07450581442434
12/08/2018,52073602035437000000,74.7260046976435,244925442174260,55.02815466375652
13/08/2018,46460787411953000000,74.56146609833532,262984006776400,55.130787084421485
14/08/2018,46137294872353000000,74.55138591158017,237652678031600,54.98466667791725
15/08/2018,47940113559172000000,74.60668581976168,256151356602820,55.09280855138673
16/08/2018,50230329022200000000,74.67401121843801,244068312155110,55.023097018404094
17/08/2018,49001133441767000000,74.63826761384696,231684906600330,54.94797608003095
18/08/2018,50843162333615000000,74.69150625896887,249138369536840,55.05275924554659
19/08/2018,48916979820261000000,74.63578782663974,249102500475210,55.05255152225234
20/08/2018,46360251517650000000,74.55834088675542,258857050328870,55.10796763144261
21/08/2018,48210400989038000000,74.61479692272674,258849125930930,55.10792346550396
22/08/2018,48532353246158000000,74.62439930883087,250096445057300,55.058296569701916
23/08/2018,49220988390330000000,74.64472612172295,256215579034390,55.09317021947099
24/08/2018,46947987191683000000,74.57651579967305,249386491567660,55.05419534023669
25/08/2018,48681302037697000000,74.62882024847002,261447741733810,55.12233462781664
26/08/2018,52826389754749000000,74.74671131038414,252136947125480,55.0700195592855
27/08/2018,57543523354085000000,74.87010605245598,243992373964600,55.02264807566045
28/08/2018,56933036368170000000,74.85471853734069,244554757445100,55.02596954933047
29/08/2018,48720994391451000000,74.62999607218653,250712132218260,55.06184383027874
30/08/2018,51054364502636000000,74.69748679191544,258255513902560,55.104611170700316
31/08/2018,48704989546206000000,74.62952206904815,248963725024050,55.051747570287255
01/09/2018,52681745490268000000,74.74275564017334,260658852102490,55.117974874316175
02/09/2018,49939096017566000000,74.66562219962833,243586638193540,55.02024701611795
03/09/2018,48880889873456000000,74.6347230429219,247198327722290,55.041481002473056
04/09/2018,45157729120390000000,74.52042543143465,258986548694890,55.10868918773763
05/09/2018,42055308668670000000,74.41774041765441,257004708690160,55.09760681079613
06/09/2018,49739087434980000000,74.65983253196997,259146991660040,55.10958266503465
07/09/2018,51640028695922000000,74.71394229569438,241106940798150,55.005485201634336
