date,hashrate
2015/01/20,1175028253445
2015/01/21,1117081260482
2015/01/22,1164356328996
2015/01/23,1237555635875
2015/01/24,1171950148811
2015/01/25,1242741857725
2015/01/26,1228568205378
2015/01/27,1241274983014
2015/01/28,1270384029894
2015/01/29,1260317861899
2015/01/30,1252007959359
2015/01/31,1227086420963
2015/02/01,1217749279180
2015/02/02,1265355169596
2015/02/03,1224593886437
2015/02/04,1210156748749
2015/02/05,1122416795317
2015/02/06,1241476654438
2015/02/07,1253342046312
2015/02/08,1155807446572
2015/02/09,1150659149947
2015/02/10,1098887168559
2015/02/11,1221826939542
2015/02/12,1213129404011
2015/02/13,1175900842171
2015/02/14,1214058310815
2015/02/15,1248090178313
2015/02/16,1149785316991
2015/02/17,1166442621363
2015/02/18,1205038352762
2015/02/19,1130755907363
2015/02/20,1136144815421
2015/02/21,1154263934892
2015/02/22,1227253827118
2015/02/23,1181436930894
2015/02/24,1176255493694
2015/02/25,1200402798239
2015/02/26,1180763134391
2015/02/27,1093410596305
2015/02/28,1184622342738
2015/03/01,1201154455252
2015/03/02,1143397139342
2015/03/03,1098981985295
2015/03/04,1143679952655
2015/03/05,1059284072137
2015/03/06,1069953568916
2015/03/07,1120735809046
2015/03/08,1160337643729
2015/03/09,1197861181384
2015/03/10,1191335711336
2015/03/11,1218673754403
2015/03/12,1200472886322
2015/03/13,1145077929980
2015/03/14,1239392767021
2015/03/15,1152246538239
2015/03/16,1102121627837
2015/03/17,1098073416866
2015/03/18,990214315722
2015/03/19,851169467689
2015/03/20,852005580227
2015/03/21,1047276516275
2015/03/22,1166295666053
2015/03/23,1167205166595
2015/03/24,1140222173334
2015/03/25,1177444070681
2015/03/26,1291443999968
2015/03/27,1138394607559
2015/03/28,1185254745292
2015/03/29,1248996928594
2015/03/30,1213413796285
2015/03/31,1229218330913
2015/04/01,1144043838944
2015/04/02,1095240374777
2015/04/03,1195114499343
2015/04/04,1252779688119
2015/04/05,1191356074483
2015/04/06,1177546051387
2015/04/07,1207737634785
2015/04/08,1254342198873
2015/04/09,1213513154828
2015/04/10,1167206485064
2015/04/11,1192446180461
2015/04/12,1233303814082
2015/04/13,1227128740750
2015/04/14,1095643180053
2015/04/15,1197339566785
2015/04/16,1294154681773
2015/04/17,1199558349737
2015/04/18,1105331289031
2015/04/19,1172832869928
2015/04/20,1193855486698
2015/04/21,1227005190641
2015/04/22,1152550029690
2015/04/23,1200394147997
2015/04/24,1145274014665
2015/04/25,1111628908296
2015/04/26,1231214288203
2015/04/27,1170664514500
2015/04/28,1110536642284
2015/04/29,1200886628929
2015/04/30,1229724041779
2015/05/01,1202415179858
2015/05/02,1138979924889
2015/05/03,1119387085343
2015/05/04,1120988078286
2015/05/05,1093751832670
2015/05/06,1068657379522
2015/05/07,1142095280395
2015/05/08,1201283502321
2015/05/09,1212825995332
2015/05/10,1192871315337
2015/05/11,1180738414183
2015/05/12,1051029244558
2015/05/13,1173848544502
2015/05/14,1147741467210
2015/05/15,1163859338525
2015/05/16,1158471013610
2015/05/17,1147558785379
2015/05/18,1146400062828
2015/05/19,1195649778600
2015/05/20,1204691511045
2015/05/21,1128132715803
2015/05/22,1111853713798
2015/05/23,1126832504171
2015/05/24,1162045645473
2015/05/25,1136625598076
2015/05/26,1142076399017
2015/05/27,1075950262511
2015/05/28,1122262025535
2015/05/29,1012472521369
2015/05/30,1124085265385
2015/05/31,1177080554392
2015/06/01,1162223199047
2015/06/02,1126670036729
2015/06/03,1118866569914
2015/06/04,1173986873883
2015/06/05,1165153498333
2015/06/06,1148092943069
2015/06/07,1152496049080
2015/06/08,1150740143738
2015/06/09,1096014483123
2015/06/10,1137637643019
2015/06/11,1030734020074
2015/06/12,1145316641195
2015/06/13,1086145214002
2015/06/14,1046022124376
2015/06/15,1097562220664
2015/06/16,1031476892720
2015/06/17,1065458046266
2015/06/18,1150754052600
2015/06/19,1086327988131
2015/06/20,1095359477538
2015/06/21,1196364364849
2015/06/22,1193305793237
2015/06/23,1172426527532
2015/06/24,1091534852164
2015/06/25,1188741801585
2015/06/26,1220182675140
2015/06/27,1122284909208
2015/06/28,1223055790781
2015/06/29,1246607312328
2015/06/30,1085076540193
2015/07/01,1226936390372
2015/07/02,1189329217936
2015/07/03,1272063651501
2015/07/04,1202574837030
2015/07/05,1254708063715
2015/07/06,1332405702687
2015/07/07,1299509803710
2015/07/08,1379767964260
2015/07/09,1315828947755
2015/07/10,1240643860141
2015/07/11,1296231333275
2015/07/12,1336438043016
2015/07/13,1317548011821
2015/07/14,1388387264860
2015/07/15,1324434598177
2015/07/16,1306942416957
2015/07/17,1309532801894
2015/07/18,1280453678633
2015/07/19,1151398019838
2015/07/20,1218826380834
2015/07/21,1249466752159
2015/07/22,1322262521364
2015/07/23,1321948500365
2015/07/24,1306853037833
2015/07/25,1319512382957
2015/07/26,1322255715496
2015/07/27,1344579996998
2015/07/28,1371222542621
2015/07/29,1265110481390
2015/07/30,1264715935877
2015/07/31,1372522013066
2015/08/01,1364234118230
2015/08/02,1362137585558
2015/08/03,1441291942694
2015/08/04,1359123433993
2015/08/05,1345061764430
2015/08/06,1371932809443
2015/08/07,1325171205057
2015/08/08,1356523239755
2015/08/09,1307327020436
2015/08/10,1316315997219
2015/08/11,1333532988631
2015/08/12,1313021017515
2015/08/13,1264352988788
2015/08/14,1283398393979
2015/08/15,1312614935477
2015/08/16,1239772204586
2015/08/17,1242307128296
2015/08/18,1325836777250
2015/08/19,1308982356045
2015/08/20,1369208119910
2015/08/21,1324971302629
2015/08/22,1286810721207
2015/08/23,1282807930841
2015/08/24,1244995930270
2015/08/25,1249372024948
2015/08/26,1191151996668
2015/08/27,1076524618212
2015/08/28,1115957938061
2015/08/29,1137321677990
2015/08/30,1102786904288
2015/08/31,1098471681779
2015/09/01,1199116349321
2015/09/02,1235419829774
2015/09/03,1236685218349
2015/09/04,1180062636427
2015/09/05,1256183583438
2015/09/06,1298158741693
2015/09/07,1272650004604
2015/09/08,1294807810286
2015/09/09,1341180807982
2015/09/10,1403365654632
2015/09/11,1345694727689
2015/09/12,1214936211516
2015/09/13,1264360347589
2015/09/14,1341254400218
2015/09/15,1349553935577
2015/09/16,1374426681259
2015/09/17,1412867215888
2015/09/18,1387198097980
2015/09/19,1362529511030
2015/09/20,1353046792784
2015/09/21,1342146034256
2015/09/22,1263927778725
2015/09/23,1415890148578
2015/09/24,1357054804826
2015/09/25,1353547131715
2015/09/26,1317144984139
2015/09/27,1302129058811
2015/09/28,1404382687807
2015/09/29,1398587766420
2015/09/30,1377851162564
2015/10/01,1342867720434
2015/10/02,1346575042814
2015/10/03,1435591385515
2015/10/04,1423882686720
2015/10/05,1469165939188
2015/10/06,1409871838847
2015/10/07,1431264976802
2015/10/08,1420524455507
2015/10/09,1359616090730
2015/10/10,1429833842386
2015/10/11,1388691358054
2015/10/12,1365440900690
2015/10/13,1418383359459
2015/10/14,1410043979478
2015/10/15,1342321158854
2015/10/16,1371988567240
2015/10/17,1379239859605
2015/10/18,1364960767820
2015/10/19,1324259021899
2015/10/20,1384152812316
2015/10/21,1465620551326
2015/10/22,1493821572395
2015/10/23,1409860579660
2015/10/24,1384859814124
2015/10/25,1454468773738
2015/10/26,1363205452748
2015/10/27,1439582837364
2015/10/28,1551086230245
2015/10/29,1349394077610
2015/10/30,1429246121647
2015/10/31,1435821347929
2015/11/01,1402870949080
2015/11/02,1437216965830
2015/11/03,1462405013934
2015/11/04,1387302128601
2015/11/05,1476762240674
2015/11/06,1459578438277
2015/11/07,1457496308644
2015/11/08,1419952465600
2015/11/09,1496316423763
2015/11/10,1359737428915
2015/11/11,1364491834984
2015/11/12,1359488878753
2015/11/13,1395620793677
2015/11/14,1329582065933
2015/11/15,1359384602335
2015/11/16,1351012155927
2015/11/17,1329732633039
2015/11/18,1334183636766
2015/11/19,1341347063215
2015/11/20,1289420681885
2015/11/21,1241902588943
2015/11/22,1075803819270
2015/11/23,1154428445569
2015/11/24,1278572943877
2015/11/25,1140237765937
2015/11/26,970565614135
2015/11/27,986829627337
2015/11/28,1180768000299
2015/11/29,1284839911342
2015/11/30,1417330730231
2015/12/01,1307217495058
2015/12/02,1453606174734
2015/12/03,1658994953781
2015/12/04,1432827236393
2015/12/05,1362559042686
2015/12/06,1449230735617
2015/12/07,1304965569082
2015/12/08,1379131512042
2015/12/09,1462467364445
2015/12/10,1503487889979
2015/12/11,1455216359295
2015/12/12,1508531489457
2015/12/13,1510064734563
2015/12/14,1487010800965
2015/12/15,1434870121841
2015/12/16,1448157120936
2015/12/17,1391769582299
2015/12/18,1486645337147
2015/12/19,1559703196483
2015/12/20,1544319009420
2015/12/21,1444111200933
2015/12/22,1450224650360
2015/12/23,1376814214512
2015/12/24,1474703882260
2015/12/25,1601395350469
2015/12/26,1504498606177
2015/12/27,1561712317506
2015/12/28,1499052631483
2015/12/29,1499184185260
2015/12/30,1458850887853
2015/12/31,1490059114502
2016/01/01,1441857293665
2016/01/02,1395782719375
2016/01/03,1449270333519
2016/01/04,1529246514775
2016/01/05,1496766635155
2016/01/06,1579750343406
2016/01/07,1500673716211
2016/01/08,1510404988826
2016/01/09,1540600861532
2016/01/10,1525930573866
2016/01/11,1549176519783
2016/01/12,1632982277984
2016/01/13,1661585421231
2016/01/14,1513370431677
2016/01/15,1565433846413
2016/01/16,1555826347521
2016/01/17,1540191816169
2016/01/18,1621282412634
2016/01/19,1549982032645
2016/01/20,1578166518310
2016/01/21,1477609975944
2016/01/22,1574884657434
2016/01/23,1528308634382
2016/01/24,1515719276329
2016/01/25,1596200817548
2016/01/26,1562660770772
2016/01/27,1730198849079
2016/01/28,1557749130027
2016/01/29,1508486753598
2016/01/30,1418040889364
2016/01/31,1148458226395
2016/02/01,1444060625422
2016/02/02,1563032258224
2016/02/03,1641570795179
2016/02/04,1589896697803
2016/02/05,1498513821751
2016/02/06,1631796553257
2016/02/07,1649400622275
2016/02/08,1577638326772
2016/02/09,1590121058279
2016/02/10,1413972962034
2016/02/11,1489227349182
2016/02/12,1538799501549
2016/02/13,1512001062990
2016/02/14,1470701019339
2016/02/15,1543705227712
2016/02/16,1547943126375
2016/02/17,1612215890985
2016/02/18,1525840517841
2016/02/19,1484264032458
2016/02/20,1478812395353
2016/02/21,1498202783264
2016/02/22,1561102407788
2016/02/23,1486518250309
2016/02/24,1502984114920
2016/02/25,1579642038054
2016/02/26,1526113168031
2016/02/27,1555524576511
2016/02/28,1639730575336
2016/02/29,1610273165465
2016/03/01,1382964088258
2016/03/02,1448497852596
2016/03/03,1468843507876
2016/03/04,1504873970538
2016/03/05,1506572243409
2016/03/06,1543481905230
2016/03/07,1570369291630
2016/03/08,1529795528154
2016/03/09,1480968054707
2016/03/10,1537719520433
2016/03/11,1401307230098
2016/03/12,1371304463520
2016/03/13,1502586201593
2016/03/14,1452806059194
2016/03/15,1429151710485
2016/03/16,1534668406964
2016/03/17,1525898332317
2016/03/18,1584516439129
2016/03/19,1591008714137
2016/03/20,1660624279869
2016/03/21,1690926301097
2016/03/22,1644698169199
2016/03/23,1702828162757
2016/03/24,1673563925297
2016/03/25,1544534060306
2016/03/26,1536370872591
2016/03/27,1607301237867
2016/03/28,1585016950146
2016/03/29,1588308105556
2016/03/30,1584530960584
2016/03/31,1513950585804
2016/04/01,1532951237555
2016/04/02,1571951590749
2016/04/03,1624460542767
2016/04/04,1567970291075
2016/04/05,1593930034555
2016/04/06,1619528315739
2016/04/07,1589942577248
2016/04/08,1506614214258
2016/04/09,1372110067980
2016/04/10,1427398454428
2016/04/11,1476106530980
2016/04/12,1516341989758
2016/04/13,1527270235016
2016/04/14,1426270466256
2016/04/15,1444447741180
2016/04/16,1368964674618
2016/04/17,1349929934175
2016/04/18,1439561422178
2016/04/19,1514916870500
2016/04/20,1478088277807
2016/04/21,1417250782798
2016/04/22,1381291199064
2016/04/23,1383907487579
2016/04/24,1389865279516
2016/04/25,1477912851605
2016/04/26,1506402722729
2016/04/27,1481846550579
2016/04/28,1470339149407
2016/04/29,1437868036848
2016/04/30,1481717133681
2016/05/01,1476638486809
2016/05/02,1315046558290
2016/05/03,1369385239522
2016/05/04,1313067277063
2016/05/05,1279956851149
2016/05/06,1390577670823
2016/05/07,1380167133412
2016/05/08,1413866526139
2016/05/09,1284378914312
2016/05/10,1403191706719
2016/05/11,1458219156629
2016/05/12,1300128301994
2016/05/13,1340302349932
2016/05/14,1372873283431
2016/05/15,1351947594553
2016/05/16,1472805957074
2016/05/17,1474680992289
2016/05/18,1394760107599
2016/05/19,1467069443360
2016/05/20,1405001029747
2016/05/21,1428408752764
2016/05/22,1361718622143
2016/05/23,1351470548180
2016/05/24,1420530107740
2016/05/25,1464970960463
2016/05/26,1451765912033
2016/05/27,1387712283585
2016/05/28,1470545420369
2016/05/29,1435993593082
2016/05/30,1248840170701
2016/05/31,1127329202995
2016/06/01,1107828892284
2016/06/02,1081797489261
2016/06/03,1092368005549
2016/06/04,1206368560841
2016/06/05,1169497665503
2016/06/06,1235191196394
2016/06/07,1290550282285
2016/06/08,1257141786171
2016/06/09,1260779848810
2016/06/10,1212276140049
2016/06/11,1304456902878
2016/06/12,1338820458571
2016/06/13,1301763843506
2016/06/14,1286822217908
2016/06/15,1264248349403
2016/06/16,1288366640722
2016/06/17,1275155627446
2016/06/18,1360528398745
2016/06/19,1455485170303
2016/06/20,1380785296247
2016/06/21,1370545138027
2016/06/22,1368482607982
2016/06/23,1281666754143
2016/06/24,1252734774813
2016/06/25,1345869428696
2016/06/26,1186251855740
2016/06/27,1319757088109
2016/06/28,1349658679276
2016/06/29,1310875887228
2016/06/30,1325770257020
2016/07/01,1289722939175
2016/07/02,1399444524482
2016/07/03,1438635053928
2016/07/04,1453816457854
2016/07/05,1486548920105
2016/07/06,1395629530595
2016/07/07,1276207225025
2016/07/08,1011691957710
2016/07/09,1110416596227
2016/07/10,1443009905278
2016/07/11,1312548932616
2016/07/12,1457339571547
2016/07/13,1376894673687
2016/07/14,1519178225695
2016/07/15,1376479947641
2016/07/16,1498894601246
2016/07/17,1608409860074
2016/07/18,1541045794655
2016/07/19,1473956523005
2016/07/20,1450572039573
2016/07/21,1339646690505
2016/07/22,1344340001883
2016/07/23,1409291181146
2016/07/24,1344183899227
2016/07/25,1427319902575
2016/07/26,1306116875682
2016/07/27,1451538288946
2016/07/28,1351121355090
2016/07/29,1452645546638
2016/07/30,1417776185842
2016/07/31,1462130974726
2016/08/01,1516661839740
2016/08/02,1519584549525
2016/08/03,1451706907307
2016/08/04,1591537586492
2016/08/05,1552916827843
2016/08/06,1568341585949
2016/08/07,1441727798985
2016/08/08,1468201877352
2016/08/09,1575314131577
2016/08/10,1484128250368
2016/08/11,1568254388893
2016/08/12,1582469133658
2016/08/13,1602419057787
2016/08/14,1562142191902
2016/08/15,1485921601297
2016/08/16,1480888912743
2016/08/17,1462023884176
2016/08/18,1321550032177
2016/08/19,1530874359035
2016/08/20,1551029229686
2016/08/21,1565021813335
2016/08/22,1626427543026
2016/08/23,1613366307997
2016/08/24,1527666742223
2016/08/25,1504589729380
2016/08/26,1535761200881
2016/08/27,1564176947755
2016/08/28,1530234686208
2016/08/29,1583416220710
2016/08/30,1561864404439
2016/08/31,1486792847273
2016/09/01,1671319335799
2016/09/02,1515186445275
2016/09/03,1561036176086
2016/09/04,1609218387045
2016/09/05,1586561318321
2016/09/06,1527456169451
2016/09/07,1459930748298
2016/09/08,1524167223681
2016/09/09,1567675755848
2016/09/10,1578570059691
2016/09/11,1639050491587
2016/09/12,1602707458483
2016/09/13,1496217368884
2016/09/14,1516657534894
2016/09/15,1672569813539
2016/09/16,1515912039774
2016/09/17,1569118771115
2016/09/18,1563960617045
2016/09/19,1626058963786
2016/09/20,1640816830812
2016/09/21,1496226127167
2016/09/22,1555172270156
2016/09/23,1700224424631
2016/09/24,1653087235439
2016/09/25,1578594032309
2016/09/26,1534921155762
2016/09/27,1603477217418
2016/09/28,1532435635417
2016/09/29,1503549207996
2016/09/30,1558919290297
2016/10/01,1619514407172
2016/10/02,1641784580720
2016/10/03,1666650400184
2016/10/04,1619381435625
2016/10/05,1487171296719
2016/10/06,1500402975749
2016/10/07,1578540030855
2016/10/08,1452786762090
2016/10/09,1439238704282
2016/10/10,1557745987616
2016/10/11,1522525169531
2016/10/12,1461491164904
2016/10/13,1518929166115
2016/10/14,1433885002323
2016/10/15,1396676196299
2016/10/16,1352834274462
2016/10/17,1430371622545
2016/10/18,1409784575891
2016/10/19,1557159951278
2016/10/20,1512861704297
2016/10/21,1398400524255
2016/10/22,1412017491592
2016/10/23,1368885992727
2016/10/24,1346744262219
2016/10/25,1435476653874
2016/10/26,1552477539156
2016/10/27,1569143338974
2016/10/28,1507999284285
2016/10/29,1523898658790
2016/10/30,1417826863843
2016/10/31,1603559851685
2016/11/01,1636227101089
2016/11/02,1592900634008
2016/11/03,1744226170901
2016/11/04,1610121386979
2016/11/05,1578374249346
2016/11/06,1556283999339
2016/11/07,1537843463515
2016/11/08,1541055994062
2016/11/09,1506980298621
2016/11/10,1643968126579
2016/11/11,1800965148469
2016/11/12,1603085726718
2016/11/13,1680695080007
2016/11/14,1675305591348
2016/11/15,1718890572822
2016/11/16,1701868910243
2016/11/17,1704500084136
2016/11/18,1677774183591
2016/11/19,1669576135458
2016/11/20,1707376422570
2016/11/21,1730540258263
2016/11/22,1767556988745
2016/11/23,1821731467292
2016/11/24,1854773237731
2016/11/25,1965616335033
2016/11/26,1975975412636
2016/11/27,1877206362456
2016/11/28,1949769772933
2016/11/29,2024465216284
2016/11/30,2013678272551
2016/12/01,1986219851659
2016/12/02,1991330550990
2016/12/03,1955428174657
2016/12/04,1929145446826
2016/12/05,1953411675150
2016/12/06,2034599964667
2016/12/07,2122606824979
2016/12/08,2054697968704
2016/12/09,2075907198279
2016/12/10,2070962905680
2016/12/11,1951017273751
2016/12/12,2055275153740
2016/12/13,2045153057756
2016/12/14,1966988302220
2016/12/15,1974230241128
2016/12/16,1951553429378
2016/12/17,1846915129646
2016/12/18,1913138798810
2016/12/19,2044374872576
2016/12/20,1996360477460
2016/12/21,1926538922449
2016/12/22,1844673691741
2016/12/23,1972249565914
2016/12/24,1865127906032
2016/12/25,1796176484089
2016/12/26,1924519199280
2016/12/27,2162342438637
2016/12/28,2349037680655
2016/12/29,2276770591156
2016/12/30,2181399007401
2016/12/31,2215585700862
2017/01/01,2203467152131
2017/01/02,2145913380784
2017/01/03,2259820079712
2017/01/04,2197406072657
2017/01/05,2290969075272
2017/01/06,2074983072991
2017/01/07,2052148012904
2017/01/08,2111924569097
2017/01/09,2124506200416
2017/01/10,2213409450513
2017/01/11,2235408476010
2017/01/12,2447803395573
2017/01/13,2458598740220
2017/01/14,2531205291062
2017/01/15,2532295838148
2017/01/16,2593236289676
2017/01/17,2664443927574
2017/01/18,2669974443501
2017/01/19,2722882923144
2017/01/20,2899451872372
2017/01/21,2872855220977
2017/01/22,2759177641632
2017/01/23,2725734835808
2017/01/24,2823038373881
2017/01/25,2895881054666
2017/01/26,2738612604556
2017/01/27,2900686830428
2017/01/28,2883939175484
2017/01/29,2820912376871
2017/01/30,2781170724896
2017/01/31,3031886570219
2017/02/01,2941646768808
2017/02/02,3016053568012
2017/02/03,2840599854973
2017/02/04,2837086644602
2017/02/05,2889611680134
2017/02/06,2718523314470
2017/02/07,2569918538418
2017/02/08,2844967769420
2017/02/09,2782590420110
2017/02/10,2821283606432
2017/02/11,2765071748656
2017/02/12,2711599845287
2017/02/13,2539034119021
2017/02/14,2673197028190
2017/02/15,2732579886510
2017/02/16,2744326177857
2017/02/17,2776427119240
2017/02/18,2835515343827
2017/02/19,2895619682908
2017/02/20,2810769610573
2017/02/21,2744071679018
2017/02/22,2510801734182
2017/02/23,2735976068874
2017/02/24,2694557784250
2017/02/25,2638195458228
2017/02/26,2721740936048
2017/02/27,3031501361254
2017/02/28,3099743568025
2017/03/01,2755662546103
2017/03/02,2808472601855
2017/03/03,2851173443234
2017/03/04,2586946343361
2017/03/05,2549248275724
2017/03/06,2738626027402
2017/03/07,2379858161285
2017/03/08,2572778062574
2017/03/09,2603003710818
2017/03/10,2444192796567
2017/03/11,2527918720895
2017/03/12,2405424298837
2017/03/13,2621441014356
2017/03/14,2495119669439
2017/03/15,2584583702667
2017/03/16,2687832115004
2017/03/17,2811649284357
2017/03/18,2642398889131
2017/03/19,2620502504235
2017/03/20,2537671196755
2017/03/21,2551120519388
2017/03/22,2759195018259
2017/03/23,2651785995932
2017/03/24,2762869014977
2017/03/25,2620160914642
2017/03/26,2682464978660
2017/03/27,2529378008850
2017/03/28,2394360099130
2017/03/29,2421998275730
2017/03/30,2512450870989
2017/03/31,2555938770227
2017/04/01,2566507512579
2017/04/02,2630902417891
2017/04/03,2662868587510
2017/04/04,2944360863823
2017/04/05,2965793484563
2017/04/06,2848749447261
2017/04/07,2991462460793
2017/04/08,2628335113222
2017/04/09,2704636830061
2017/04/10,2776298687791
2017/04/11,2506674768171
2017/04/12,2705040792851
2017/04/13,2603658478815
2017/04/14,2646190270303
2017/04/15,2763365560101
2017/04/16,2657520414912
2017/04/17,2945694380006
2017/04/18,3896649361054
2017/04/19,3887294265301
2017/04/20,3939126523956
2017/04/21,4167210827104
2017/04/22,3562826179080
2017/04/23,3774774655791
2017/04/24,4125179480180
2017/04/25,4349515418991
2017/04/26,4033531710554
2017/04/27,4211238720223
2017/04/28,3364852272465
2017/04/29,3447085236301
2017/04/30,3866375075096
2017/05/01,3767540406135
2017/05/02,4394337054980
2017/05/03,4716206169235
2017/05/04,5627102038508
2017/05/05,5240514770206
2017/05/06,5134770714250
2017/05/07,5439358222602
2017/05/08,5587342941975
2017/05/09,5420402496082
2017/05/10,5427873250636
2017/05/11,5513184216903
2017/05/12,6251642533543
2017/05/13,6712575837549
2017/05/14,7188424536971
2017/05/15,6778232841265
2017/05/16,6541615346879
2017/05/17,6450993158124
2017/05/18,6415667116655
2017/05/19,6549418066197
2017/05/20,6594128248772
2017/05/21,6755335539802
2017/05/22,7056356602316
2017/05/23,6814190678211
2017/05/24,7233188910063
2017/05/25,6360620986525
2017/05/26,7018801535987
2017/05/27,7222247245515
2017/05/28,6358228752681
2017/05/29,6629798158384
2017/05/30,7615831587972
2017/05/31,7422419562383
2017/06/01,7349627318273
2017/06/02,7415762503947
2017/06/03,8134623193027
2017/06/04,7322269351000
2017/06/05,7356949542277
2017/06/06,7083327735248
2017/06/07,6367852067798
2017/06/08,5765102569811
2017/06/09,5514504471646
2017/06/10,5461761066851
2017/06/11,5028085275084
2017/06/12,6540311660174
2017/06/13,6852319786654
2017/06/14,7009428793840
2017/06/15,6761876480589
2017/06/16,6389218001434
2017/06/17,6420377435340
2017/06/18,7196138623889
2017/06/19,7917826959084
2017/06/20,8486425452217
2017/06/21,7703569018297
2017/06/22,7569240190866
2017/06/23,7267626685199
2017/06/24,7098005407105
2017/06/25,7264587764294
2017/06/26,7119705287481
2017/06/27,6687114353036
2017/06/28,6750189606429
2017/06/29,7372424930698
2017/06/30,7312380788184
2017/07/01,7178260720797
2017/07/02,6837767297629
2017/07/03,7035001749664
2017/07/04,7693152034280
2017/07/05,7783396911810
2017/07/06,7813619458445
2017/07/07,8023146152159
2017/07/08,8228788978846
2017/07/09,7605108010914
2017/07/10,8081351700480
2017/07/11,8102518978436
2017/07/12,7573306778205
2017/07/13,8487255211934
2017/07/14,8070076458490
2017/07/15,7935741472749
2017/07/16,8427227035022
2017/07/17,9027724911491
2017/07/18,10033881354550
2017/07/19,10365985474689
2017/07/20,9742460956896
2017/07/21,11181424953132
2017/07/22,11201185321886
2017/07/23,11124643403882
2017/07/24,11775123618686
2017/07/25,11108451164048
2017/07/26,11056268351565
2017/07/27,11927814060142
2017/07/28,11935469320485
2017/07/29,12249312930217
2017/07/30,13025209865530
2017/07/31,13141917373268
2017/08/01,12543188094883
2017/08/02,13060144746937
2017/08/03,12948890282485
2017/08/04,13173471304690
2017/08/05,13029317395789
2017/08/06,12352094534411
2017/08/07,12654678434047
2017/08/08,13038097512365
2017/08/09,13039621380845
2017/08/10,13309650996936
2017/08/11,13322092845007
2017/08/12,12751524027130
2017/08/13,13788218847484
2017/08/14,14258881902291
2017/08/15,12409952103635
2017/08/16,12814393469517
2017/08/17,12529773221144
2017/08/18,12411709707898
2017/08/19,12300186304930
2017/08/20,12930389751504
2017/08/21,12983953953616
2017/08/22,13578935826074
2017/08/23,13910242240946
2017/08/24,14405682989855
2017/08/25,14541184341015
2017/08/26,14898125601436
2017/08/27,16383260120141
2017/08/28,17678365486089
2017/08/29,18833406667721
2017/08/30,20671690139711
2017/08/31,20532325751932
2017/09/01,19049488301574
2017/09/02,20150624167950
2017/09/03,20263981432319
2017/09/04,18920653970639
2017/09/05,18962613232621
2017/09/06,21229473382824
2017/09/07,22350368235634
2017/09/08,21487797082797
2017/09/09,24393841766339
2017/09/10,20358511982809
2017/09/11,22049154668574
2017/09/12,22552294709346
2017/09/13,21357198273749
2017/09/14,23016917500549
2017/09/15,23026032719673
2017/09/16,23266715794681
2017/09/17,23826988602218
2017/09/18,23015024888901
2017/09/19,23620773365408
2017/09/20,23126455548383
2017/09/21,26164359727392
2017/09/22,23974009359317
2017/09/23,25612443175039
2017/09/24,26016946042607
2017/09/25,25697496051299
2017/09/26,26018648646975
2017/09/27,24729880535467
2017/09/28,25644858223273
2017/09/29,27361358177974
2017/09/30,27595230381221
2017/10/01,28508669014011
2017/10/02,27255435755738
2017/10/03,28326856525719
2017/10/04,29357236128453
2017/10/05,28496624047866
2017/10/06,26873024094116
2017/10/07,28449183839829
2017/10/08,28152068194781
2017/10/09,28872322962288
2017/10/10,26212970829540
2017/10/11,25485804312248
2017/10/12,26961998644134
2017/10/13,26597352670945
2017/10/14,28793744148320
2017/10/15,29830302342759
2017/10/16,31136457439085
2017/10/17,27994995303374
2017/10/18,30073573987623
2017/10/19,30917168447521
2017/10/20,28437626023030
2017/10/21,29974942582004
2017/10/22,28026966822060
2017/10/23,28646889553140
2017/10/24,30365691960766
2017/10/25,28540209989989
2017/10/26,29239198631045
2017/10/27,28981685812107
2017/10/28,30593318126010
2017/10/29,31251456616306
2017/10/30,31238476770847
2017/10/31,31840351952343
2017/11/01,30553756585977
2017/11/02,29010207632811
2017/11/03,28035652334660
2017/11/04,31627004747786
2017/11/05,29761987159601
2017/11/06,28166123020042
2017/11/07,28730207931183
2017/11/08,28943906502679
2017/11/09,28985094798528
2017/11/10,32510690431180
2017/11/11,33456814194287
2017/11/12,34542027423952
2017/11/13,35012758836997
2017/11/14,31731188805113
2017/11/15,31332375455064
2017/11/16,31159338976429
2017/11/17,28318689012874
2017/11/18,32683408969026
2017/11/19,34851312529383
2017/11/20,40239311922335
2017/11/21,37946690170797
2017/11/22,33109468140896
2017/11/23,33640139245821
2017/11/24,34257635840323
2017/11/25,33927076719585
2017/11/26,36836001477524
2017/11/27,42995542523584
2017/11/28,42423879578297
2017/11/29,41870089455933
2017/11/30,48684551259252
2017/12/01,40535693430104
2017/12/02,37958822333257
2017/12/03,39560471531260
2017/12/04,44047606317598
2017/12/05,44132453863247
2017/12/06,58186110709414
2017/12/07,63431501304613
2017/12/08,75355774508434
2017/12/09,94230029574912
2017/12/10,86549169239188
2017/12/11,88683695033708
2017/12/12,96562142255092
2017/12/13,88967725319382
2017/12/14,97494618293255
2017/12/15,94678348632390
2017/12/16,1.0354027766102E+14
2017/12/17,1.0332966341468E+14
2017/12/18,1.0398290852865E+14
2017/12/19,95437113030014
2017/12/20,96423520110305
2017/12/21,1.0234452238806E+14
2017/12/22,98442511607319
2017/12/23,1.0326064780938E+14
2017/12/24,1.0445959225674E+14
2017/12/25,101837043952081
2017/12/26,1.0770990282005E+14
2017/12/27,1.0641159034653E+14
